Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Armenia,ARM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,360,400,470,520,560,590,610,660,710,800,960,1180,1540,2020,2760,3600,3340,3470,3530,3880,4110,4140,4010,3760,3950,4250,4680,4220
American Samoa,ASM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,1740,2180,2430,2470,2690,3170,3610,3970,4880,6040,6450,6820,7230,7470,7960,8450,8140,8700,9080,9270,9610,10100,9850,9660,10530,11450,12420,13810,15090,15250,13600,12690,12370,12780,12620,12760,12850,13580,14320,15880,16160,14250
Australia,AUS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,1870,1970,2100,2270,2340,2530,2730,2970,3270,3470,3880,4640,5940,7210,7850,8070,8460,9580,10810,11850,12060,11570,12010,11990,12290,12530,14100,15560,17300,18190,18500,18860,18830,19250,20440,21900,21740,21430,21120,20110,19990,21120,25480,30310,34090,37300,42330,44050,46630,50320,60210,66020,65150,60500,54140,51560,53190,55100,53730
Austria,AUT,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,1060,1140,1240,1340,1470,1560,1680,1850,2070,2320,2760,3580,4650,5540,5980,6660,7540,9620,11460,11180,10380,9600,9270,9360,10820,13810,18070,19300,20630,21810,24520,24870,26140,28190,30090,29560,27970,27080,26790,25290,24970,28020,33750,38720,41460,44510,49110,49000,49610,50590,50060,50700,50370,47450,46200,45030,49030,51390,48020
Azerbaijan,AZE,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,180,240,410,510,570,610,650,710,810,940,1270,1900,2710,3870,4790,5370,5460,6410,7410,7690,6570,4760,4090,4060,4490,4450
Burundi,BDI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,70,80,80,70,60,50,50,50,70,70,70,80,100,110,120,140,150,180,220,250,240,230,220,240,250,260,250,230,220,220,210,180,160,150,140,150,150,140,130,130,130,120,120,140,150,170,190,200,220,230,250,260,260,260,270,280,280,280,270
Belgium,BEL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,1450,1530,1670,1800,1950,2100,2270,2510,2790,3080,3640,4690,6000,6910,7580,8220,9560,11730,13980,13190,11180,9430,8860,8820,10170,13090,17010,18030,19310,20580,23170,23410,25090,27070,28550,28450,26530,25980,25860,24430,24000,27030,32810,37730,39900,42700,46470,46840,46950,46400,47100,47880,47800,45540,43360,42460,46060,47960,45180
Benin,BEN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,90,100,110,110,110,120,120,120,120,120,130,160,190,200,210,230,250,310,390,410,360,290,270,260,270,310,360,340,370,380,370,380,330,360,350,380,370,410,480,530,530,600,730,820,860,920,1030,1090,1080,1090,1120,1220,1270,1180,1110,1090,1200,1250,1280
Burkina Faso,BFA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,80,80,80,80,80,90,90,90,90,90,90,110,140,160,170,170,200,250,300,300,280,240,210,210,240,270,330,330,330,360,370,360,280,250,250,250,250,270,270,280,270,320,390,460,490,510,570,610,650,680,730,770,760,700,680,670,750,780,790
Bangladesh,BGD,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,120,160,210,200,170,170,190,230,260,250,230,220,230,250,280,290,300,320,320,330,320,320,340,370,400,420,420,440,440,440,460,510,550,570,610,660,730,800,890,970,1040,1110,1220,1370,1520,1750,1940,2010
Bulgaria,BGR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,2360,2090,2010,1950,2190,2720,3110,2830,2250,1620,1430,1250,1240,1520,1590,1460,1440,1480,1660,1770,1970,2370,3060,3800,4300,4810,6070,6670,6940,7220,7440,7590,7740,7450,7430,7640,8560,9570,9540
Bahrain,BHR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,8520,9150,9310,7900,7230,7700,7800,7660,9070,9800,9890,10030,9680,10380,10790,10310,10070,9870,10940,11500,12060,12940,14570,16550,17890,19660,20860,18830,18970,18160,22010,23790,24070,22580,21570,21250,21910,22170,
"Bahamas, The",BHS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,1550,1650,1760,1900,2040,2230,2450,2760,2920,3110,3190,3740,3840,4640,3120,3360,3720,5200,6050,5790,6360,6640,7700,8510,9400,10800,11710,12440,11870,11330,11550,11310,11600,14260,15930,15180,16810,24150,26360,26560,27190,27770,29270,30570,30760,31090,30960,29010,28370,28030,29020,28440,28000,28400,29210,30900,31990,33460,27780
Bosnia and Herzegovina,BIH,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,1010,1330,1400,1490,1600,1770,2040,2590,3180,3510,3920,4730,4970,4960,5010,4990,5270,5300,5210,5130,5120,5750,6180,6090
Belarus,BLR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6230,,5190,2180,1510,1520,1550,1410,1380,1300,1380,1630,2170,2810,3520,4310,5500,5700,6150,6260,6610,7010,7590,6710,5620,5300,5700,6370,6330
Belize,BLZ,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,330,340,350,370,390,420,420,420,420,450,520,600,730,840,800,850,930,1120,1420,1430,1290,1150,1160,1200,1350,1610,1870,2080,2260,2420,2680,2790,2780,2860,2880,2890,2780,2880,3150,3130,3200,3420,3560,3620,3740,3670,3880,4050,3880,4050,4100,4180,4260,4400,4340,4420,4550,4700,3970
Bermuda,BMU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103480,101610,100100,101760,99920,101120,103620,112940,117000,117740,
Bolivia,BOL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,550,580,650,760,820,900,860,840,850,840,740,720,710,720,720,740,770,790,810,850,900,950,990,980,980,950,920,910,950,1020,1110,1220,1480,1620,1780,2000,2250,2590,2830,2960,3040,3090,3370,3520,3200
Brazil,BRA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,280,310,370,410,450,510,590,760,980,1180,1360,1490,1680,1970,2200,2090,2010,1730,1630,1580,1800,2050,2260,2760,2730,3280,3170,3090,3030,3760,4460,5020,4840,4120,3930,3350,3090,2980,3340,4000,4850,6190,7620,8320,9650,11080,12310,12790,12120,10190,8920,8700,9170,9270,7850
Barbados,BRB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,5910,6690,7430,7860,7600,7570,7460,7690,8010,8340,8700,9050,9420,9820,10780,10630,10650,11300,12290,13240,14220,15530,16180,15730,15540,15050,15720,15660,15630,15740,15920,16070,16700,17380,14460
Brunei Darussalam,BRN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12090,12460,13580,15160,15030,15090,15680,16210,16220,14420,14040,14680,16070,17140,17800,19990,23090,27580,30930,34150,32460,33300,35520,42370,45320,43090,38850,33170,29800,29390,32230,
Bhutan,BTN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,270,250,280,280,330,470,520,550,560,480,450,420,450,460,510,550,530,560,700,750,810,910,1030,1200,1330,1640,1770,1860,2040,2240,2390,2410,2460,2520,2650,2800,2970,3140,2860
Botswana,BWA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,80,80,90,90,100,100,120,140,160,200,260,350,440,520,540,580,690,890,1110,1340,1290,1170,1090,1070,1150,1340,1980,2320,2720,3070,3270,3330,2960,3260,3180,3330,3210,3150,3170,3260,2930,3370,3920,4930,5440,5730,5740,5330,5610,6610,7250,7570,7520,6840,6560,6690,7340,7660,6640
Central African Republic,CAF,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,80,80,80,90,90,100,100,110,110,110,120,140,170,190,210,240,280,310,360,350,340,270,270,290,340,420,490,490,480,480,470,450,370,350,300,300,280,280,260,260,250,260,300,340,350,380,420,480,510,530,570,380,390,400,410,440,490,520,510
Canada,CAN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21210,22620,23030,23610,25860,29900,34810,38510,43090,45650,43230,44490,47190,51080,52800,52200,47590,43890,42900,44950,46460,43530
Central Europe and the Baltics,CEB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2239.278503,2441.13521,2716.982774,3173.142169,3625.626812,3823.593785,3864.041848,3909.53824,4086.879163,4167.243583,4426.426311,5184.934987,6375.705566,7734.889517,8864.900342,10303.38846,12400.90779,12756.99943,12802.16595,12934.72742,13076.84303,13425.24578,13563.82167,13249.19602,12858.50765,13078.58926,14652.80772,15906.38702,15754.45138
Switzerland,CHE,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46740,49730,49340,46200,44280,44680,42110,40760,46780,55200,63080,65590,64480,65260,72470,79850,82280,87770,91700,89400,88750,85190,81520,85010,87960,84310
Channel Islands,CHI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42510,41460,40720,43340,50340,56280,60750,66220,,,,,,,,,,,,,
Chile,CHL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,580,630,670,670,750,760,780,830,880,1060,1150,1360,1650,1150,1010,1060,1360,1790,2300,2780,2280,1820,1590,1430,1470,1660,1930,2200,2350,2600,3120,3440,3730,4420,5070,5590,5490,5120,5060,4800,4540,4510,5190,6210,7340,8690,10050,9950,10750,12340,14350,15160,14940,14130,13370,13270,14550,14990,13470
China,CHN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,70,80,90,100,110,100,90,110,120,130,130,160,180,200,190,190,200,210,220,220,220,220,250,290,310,320,330,320,330,350,390,420,470,540,650,750,800,860,940,1010,1110,1280,1510,1760,2060,2510,3100,3680,4340,5050,5930,6770,7510,7940,8270,8740,9600,10390,10610
Cote d'Ivoire,CIV,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,160,180,220,210,230,240,270,280,300,300,320,380,480,600,680,780,950,1130,1160,1130,960,720,660,640,730,810,910,830,780,760,780,750,680,700,720,760,760,730,650,590,570,620,770,930,930,970,1070,1160,1190,1130,1230,1330,1450,1660,1840,2030,2180,2290,2280
Cameroon,CMR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,110,130,160,160,170,190,220,280,360,340,340,520,640,640,800,780,700,720,780,950,1110,1180,1080,970,900,930,920,800,770,690,710,690,680,660,630,630,730,910,1010,1060,1110,1240,1320,1330,1350,1370,1430,1490,1440,1380,1340,1450,1500,1500
"Congo, Dem. Rep.",COD,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,150,130,120,120,110,130,140,190,170,190,200,230,260,290,300,320,340,380,410,440,460,470,460,500,530,550
"Congo, Rep.",COG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,150,150,160,170,180,190,200,220,220,230,270,340,420,500,480,450,490,610,830,1090,1220,1080,1060,990,980,1050,930,940,930,960,1060,910,760,480,470,590,580,490,570,630,670,700,770,1120,1600,1700,2140,2480,2750,2710,3500,3740,3990,3090,2210,1700,1790,1810,1830
Colombia,COL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,280,280,310,310,320,300,300,320,330,360,390,460,550,590,620,690,850,1060,1250,1350,1330,1280,1280,1210,1220,1240,1300,1250,1330,1380,1560,1740,2050,2350,2540,2660,2570,2330,2340,2330,2370,2370,2620,3000,3500,4130,4710,5130,5620,6310,7290,7950,8200,7330,6460,5930,6260,6580,5780
Comoros,COM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,660,590,550,550,620,780,960,930,980,950,1100,1080,870,850,780,790,730,700,730,700,680,790,950,1090,1130,1170,1290,1370,1380,1410,1420,1490,1490,1380,1320,1280,1380,1400,1450
Cabo Verde,CPV,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,510,470,450,450,510,650,840,900,900,910,1040,1190,1300,1410,1350,1350,1330,1370,1410,1350,1300,1520,1900,2160,2300,2820,3300,3480,3400,3510,3440,3490,3360,3210,3130,3080,3400,3630,3060
Costa Rica,CRI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,360,350,350,370,390,410,440,470,520,570,630,760,880,970,1050,1250,1480,1740,1950,1420,1020,940,1110,1240,1440,1600,1650,1660,1750,1950,2350,2740,2980,3180,3240,3350,3400,3460,3570,3670,3770,4030,4380,4640,5060,5680,6410,6540,7260,8090,9280,9930,10350,10700,11100,11500,11930,12070,11460
Caribbean small states,CSS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,480.1334256,520.0230545,564.098913,607.3298991,609.6216756,644.4882684,671.6927559,702.9573678,754.9358957,798.2053425,947.5763751,1050.801675,1240.557324,1570.196075,1596.123362,1719.483473,1887.031148,2064.510914,2384.320831,2651.685137,2820.76003,2679.344239,2633.18387,2592.954116,2515.318434,2578.240557,2792.431173,2831.515183,2826.294919,2821.472638,2918.545731,2966.886532,3004.064452,3367.714297,3666.17354,3832.517837,4026.498105,4537.97734,4872.035034,4988.221911,5191.961963,5659.257351,6289.95019,6845.148915,7585.716267,8297.038578,9201.638603,8842.094719,8956.432903,8807.155672,9505.545233,9923.545687,9860.889281,9838.14635,9365.879027,9345.098653,9647.735201,10059.22497,8943.603065
Cuba,CUB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,850,1040,1240,1500,1550,1600,1790,1990,2140,2430,2340,2180,2310,2310,2390,2490,2780,2750,2650,2340,2130,1870,2140,2550,2710,2500,2240,2400,2620,2760,2820,3100,3490,3960,4530,5000,5460,5520,5610,5930,6280,6640,6840,7230,7480,,,,
Curacao,CUW,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19930,19820,19620,19100,19100,20100,20370,
Cayman Islands,CYM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70220,71050,49570,44030,42930,44380,45880,52840,59380,68200,
Cyprus,CYP,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,1520,1800,2400,3390,4050,4490,4220,4360,4480,5020,6300,7910,8570,9300,9460,11020,10970,11680,12810,13880,14280,15490,14340,14180,14170,14510,16710,20260,23990,25600,27340,31970,32780,32040,32550,29680,27830,26530,25980,24710,24710,26990,27930,26110
Czech Republic,CZE,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3360,3500,4170,5150,5980,6160,6110,6110,6340,6350,6650,8110,10260,12480,14000,15850,18510,18840,19400,19460,19440,19410,18900,18370,17670,18310,20560,22110,22070
Germany,DEU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,3600,4670,5800,6720,7130,7670,8870,11050,13010,12540,11120,10020,9880,9840,11240,14240,18620,19760,21300,22890,25810,25990,27530,29520,30860,30140,27950,26840,26150,24740,23610,26080,31570,35710,38230,40440,43570,43520,44550,47220,46530,47190,47620,45750,44250,43610,47020,48550,47060
Djibouti,DJI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2730,2870,2990,3260,3310,3320
Dominica,DMA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,710,960,1160,1210,1220,1330,1480,1790,2170,2560,2600,2810,2960,3200,3410,3490,3720,3890,4010,4200,4200,4220,4470,4270,4680,4950,5050,5490,5760,6340,6520,6730,6920,6730,6780,7020,6910,7270,7250,7680,7870,6870
Denmark,DNK,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,2870,3140,3310,3670,4310,5580,6800,8080,8960,9780,11170,13560,15090,14180,12860,11710,11520,11840,14070,17760,22130,23050,24370,25540,28700,28570,30360,32560,34770,35150,33460,33060,32580,31410,30850,34750,42640,49610,53540,55740,60390,60090,61220,61990,61650,63200,63670,60510,58040,56690,61260,63420,63070
Dominican Republic,DOM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,220,240,260,230,250,250,250,280,340,370,430,520,610,710,780,830,900,1030,1140,1210,1240,1240,1300,1100,1030,940,920,910,870,1040,1360,1620,1750,1960,2170,2360,2450,2540,2680,2740,2890,2640,2560,3040,3640,4430,4760,4920,5330,5540,5790,6030,6330,6580,6860,7090,7780,8100,7260
Algeria,DZA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,190,230,240,250,230,250,280,310,330,320,440,530,710,910,1060,1100,1320,1640,1990,2200,2260,2190,2270,2400,2590,2810,2750,2550,2370,1980,1900,1730,1620,1550,1520,1510,1540,1530,1590,1670,1730,1920,2250,2710,3100,3600,4220,4290,4480,4600,5170,5510,5490,4850,4370,3940,3980,4010,3550
East Asia & Pacific (excluding high income),EAP,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,71.20680195,77.46125185,86.1135077,97.56977173,105.5663617,99.56897768,96.4022983,108.0191194,120.9912456,124.398083,131.3694675,158.6173161,185.6563929,216.008642,211.2464991,224.6700144,238.3436912,263.1586371,290.8864971,307.7520649,307.3068503,303.2980447,321.4226415,343.8861501,365.2119735,381.4810688,400.9841393,402.760191,418.1739389,448.2476132,497.7550568,540.6635463,606.9822264,698.2311139,812.7025262,880.8382165,827.077195,851.186067,909.5794479,981.4047042,1062.929063,1208.483606,1422.021808,1634.82144,1892.245553,2271.877672,2769.177383,3214.506169,3757.646177,4339.665312,5069.738453,5701.431572,6203.809322,6465.173331,6673.776271,7012.061004,7682.653556,8278.748654,8356.961251
Early-demographic dividend,EAR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,189.9651491,195.9030631,209.535611,221.0705822,233.5503365,249.9454882,298.0272801,381.1696801,459.6034619,505.2316209,518.746885,554.4205278,644.3560136,763.6356224,862.6002465,842.2364423,783.1021149,755.0950863,755.0098627,778.0577806,812.425847,838.9748681,806.4298237,841.8253344,882.3426192,975.8370096,1030.5252,1082.924704,1104.342717,1156.062096,1192.624905,1162.422148,1176.016198,1238.686159,1256.825291,1225.326693,1301.132309,1476.571866,1688.434251,1894.008991,2141.875241,2399.785448,2484.499465,2708.837952,2950.419281,3252.470485,3387.253263,3423.453948,3304.434552,3262.151753,3311.247241,3455.277552,3517.490947,3226.573417
East Asia & Pacific,EAS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,142.057592,155.406268,173.9147205,192.5979662,211.7657984,222.7040485,241.6267438,275.1476823,305.386116,333.4012012,391.4658696,497.3907342,603.1632832,704.018935,729.8188041,789.7016285,932.6625264,1132.213981,1285.538142,1336.200498,1288.340329,1254.504828,1294.258793,1379.982287,1585.585886,1936.42054,2473.520933,2651.791029,2754.287361,2863.742341,3065.087214,3314.304655,3606.128456,4081.102596,4306.275451,4179.266659,3661.196284,3623.4787,3832.075829,3918.532493,3874.265115,4057.22629,4565.700717,5000.032559,5287.172199,5659.629698,6169.967348,6520.826369,7335.993273,8135.250963,9101.521525,9703.138259,9935.716462,9823.782005,9893.685286,10236.84211,11086.95258,11700.47141,11659.2325
Europe & Central Asia (excluding high income),ECA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2557.33233,2409.726677,2305.421877,1974.777612,1933.548232,1925.849068,1994.816675,1841.235055,1707.881783,1793.774774,1713.131853,1871.522211,2210.855341,2908.291249,3749.02196,4648.285747,5775.798148,7072.852869,6982.98781,7468.536044,8099.644774,9288.138518,10244.2225,10163.24688,8838.354407,7730.08398,7439.801123,7864.362419,8253.810794,7899.605024
Europe & Central Asia,ECS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,1753.528799,2221.394704,2709.156112,3118.988223,3295.633419,3515.1286,3970.24043,4908.92797,5880.139357,5912.481893,5414.749396,4840.255815,4660.271484,4645.592411,5319.614634,6731.091704,8628.029896,9219.227697,9906.776468,10584.93293,11659.56023,11465.16425,11606.84574,12040.80479,12752.29605,13003.57765,12612.61099,12485.96011,12566.1624,12158.85019,12080.57663,13650.58955,16592.48637,19235.15128,20847.95037,22566.64069,24576.51955,24342.71155,24544.11946,25012.40626,25328.58112,26027.5283,26052.15266,24681.09034,23363.11312,22838.10667,24373.25471,25217.25434,23918.92766
Ecuador,ECU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,380,350,380,430,450,460,470,500,520,510,510,600,830,1090,1280,1360,1550,1820,2110,2460,2390,2110,1890,1820,1770,1640,1510,1360,1370,1480,1600,1670,1820,1970,2080,2180,2160,1780,1550,1550,1730,2110,2550,2880,3100,3310,3860,4060,4390,4870,5390,5810,6110,5970,5810,5860,6090,6100,5530
"Egypt, Arab Rep.",EGY,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,170,180,190,220,240,260,290,300,330,350,370,390,420,490,520,550,560,640,680,740,870,840,780,760,750,750,760,820,920,1020,1130,1210,1310,1420,1430,1330,1240,1200,1220,1320,1530,1840,2120,2370,2560,2840,3030,3230,3340,3440,3030,2790,2690,3000
